Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,North Macedonia,MKD,233.36564636,218.57124329,245.7739563,258.35971069,257.19628906,247.52293396,255.05354309,227.89596558,221.32310486,252.76098633,293.20544434,277.63284302,283.67202759,289.78555298,296.85028076,304.28405762,336.63555908,433.8135376,458.00366211,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Norway,NOR,523.44116211,522.48175049,586.89520264,599.64141846,638.86352539,677.17358398,716.18963623,737.54699707,781.90655518,784.86346436,793.11206055,855.49658203,880.29290771,900.55358887,911.04199219,889.99542236,916.76361084,969.52435303,1000.72106934,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Oman,OMN,195.59848022,204.5440979,191.6529541,192.16999817,193.16882324,168.73129272,174.12963867,185.9737854,184.46173096,234.43348694,210.64990234,194.46774292,194.5880127,152.66130066,151.42024231,190.93789673,204.46464539,212.17832947,213.44688416,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Pakistan,PAK,53.95074844,50.42612076,49.30831528,52.77487946,55.35492325,73.90538025,88.8278656,90.79657745,86.70326233,77.76893616,75.65169525,66.99915314,66.68532562,77.36863708,86.0419693,87.91326141,98.63158417,101.42858887,113.83453369,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Palau,PLW,186.99737549,186.81185913,229.57371521,249.87010193,267.15615845,295.76528931,335.81616211,376.79190063,379.39508057,422.98696899,447.88729858,482.92669678,531.35845947,597.46276855,623.4296875,706.0592041,709.02856445,756.97521973,773.38153076,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Panama,PAN,190.41360474,195.69871521,207.17384338,209.17053223,232.22119141,244.37095642,265.0579834,294.29733276,317.0362854,326.41040039,350.82037354,386.5668335,484.03396606,499.78515625,543.80603027,556.01403809,582.46099854,606.34020996,657.71179199,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Papua New Guinea,PNG,5.8596034,6.26391459,7.35540342,7.06439114,7.65199566,7.06835604,4.87387276,5.04564095,4.9328208,6.75733614,7.86956501,8.61924648,7.8846221,6.53781128,7.33079672,9.18158245,9.95153713,8.73452568,9.86898899,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Paraguay,PRY,190.70025635,189.44187927,166.32896423,170.32131958,177.21807861,176.16113281,185.7744751,196.16802979,217.69844055,197.33642578,233.2540741,254.65393066,348.18280029,369.73672485,396.71191406,420.91104126,436.26461792,468.2829895,525.45269775,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Peru,PER,113.17284393,119.85731506,126.51937866,125.39537048,123.74754333,130.62457275,159.83795166,184.93307495,208.56498718,215.23646545,219.24533081,227.22926331,247.75376892,249.56951904,247.45692444,248.47328186,254.69692993,254.17590332,285.24252319,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Philippines,PHL,55.21596146,56.70008469,58.62059402,72.04016876,76.76293182,104.0479126,114.59111786,127.57255554,140.30154419,148.99783325,156.37060547,173.88998413,193.3918457,209.50054932,203.09066772,212.14167786,226.29733276,242.86865234,262.29095459,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Poland,POL,179.41517639,186.94773865,215.10896301,229.43418884,254.66749573,253.92300415,272.31802368,298.81689453,336.12335205,358.61242676,387.58566284,412.73443604,445.90408325,465.67248535,488.45724487,526.00152588,576.88806152,616.28167725,581.51586914,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Portugal,PRT,469.0953064,480.78213501,478.9538269,538.63824463,579.11254883,616.79650879,695.85797119,729.80841064,787.80236816,787.50891113,811.23370361,823.40026855,849.23309326,836.40838623,877.48052979,899.6237793,1144.74243164,1199.52612305,1246.82678223,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Qatar,QAT,700.72497559,753.8036499,839.0100708,806.28887939,779.21020508,630.1439209,596.26226807,544.68939209,450.67657471,678.8447876,609.98382568,524.97540283,447.31738281,402.59048462,410.38781738,634.38098145,818.22210693,768.13464355,801.93731689,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Romania,ROU,51.02686691,57.01582336,63.95708847,68.49207306,126.08786011,104.82163239,119.85047913,124.93784332,158.23654175,186.41621399,195.57795715,209.90812683,206.24845886,213.78237915,218.20281982,235.17539978,259.27926636,292.89978027,320.13525391,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Russian Federation,RUS,148.64897156,172.85667419,197.52597046,213.82844543,214.39930725,234.01121521,290.13482666,319.78927612,393.99157715,443.10430908,419.64868164,431.90252686,458.99072266,497.71661377,514.7868042,531.15563965,550.89532471,596.18920898,603.41455078,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Rwanda,RWA,9.61613178,10.11622143,11.38985443,15.31990337,19.74414253,23.92483521,18.72299767,20.94611168,22.86775017,24.39684296,26.70990753,27.94231033,28.68797302,27.78154755,26.91358566,34.10305405,34.86386871,35.11657715,64.25624084,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Samoa,WSM,17.7957859,22.39064407,26.66655159,27.61361504,28.42388725,32.98721695,34.39670563,37.6170311,41.29066467,40.60594559,38.52685928,40.68058014,41.65483856,42.31599045,43.58895111,41.80691528,42.92817688,43.66709137,44.74161911,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,San Marino,SMR,754.92340088,754.62585449,751.60498047,659.04101563,635.48046875,627.15881348,689.62719727,689.60870361,748.6630249,790.46514893,721.24462891,705.04022217,693.08972168,715.95556641,701.31420898,680.72460938,729.80529785,723.74981689,697.3850708,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Sao Tome and Principe,STP,66.60671997,70.50492096,67.74469757,66.25159454,71.2756958,70.85842896,65.49895477,58.90831757,46.55714417,44.27538681,39.99014282,38.95499802,35.80060196,37.28410721,34.12096024,28.56909561,32.36504745,34.33749008,34.92762375,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Saudi Arabia,SAU,405.38092041,415.16693115,382.67721558,393.39077759,393.70077515,382.9491272,409.98135376,449.95809937,486.12954712,647.74273682,617.92950439,592.51403809,643.72241211,695.06524658,786.60992432,1019.23400879,1052.08056641,1344.51660156,1322.14709473,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Senegal,SEN,41.7980957,45.04673386,49.92507935,56.18779755,63.32426834,43.82793045,43.63437653,47.8886261,49.93192673,57.39679718,63.99793243,69.3995285,74.91360474,81.15383911,76.9657135,80.6652298,82.25678253,86.19698334,91.50299072,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Serbia,SRB,128.53193665,139.792099,152.53822327,169.23217773,206.00305176,256.28320313,318.20101929,403.30236816,453.29760742,444.90261841,463.54989624,475.7684021,481.47607422,536.31182861,556.93676758,550.05566406,554.02947998,571.00256348,593.07946777,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Seychelles,SYC,121.30255127,234.53686523,129.13713074,158.9281311,168.61647034,196.59127808,199.43962097,191.44573975,291.07156372,272.72283936,317.91653442,298.5284729,355.47872925,275.22702026,354.00097656,346.59289551,381.82983398,380.0496521,389.72891235,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Sierra Leone,SLE,92.55039978,52.47668076,64.73143005,67.36875153,67.6313324,70.37666321,71.17173004,78.22225952,83.61193085,88.3968811,83.17729187,117.00511932,112.07616425,126.51765442,143.18022156,121.77246094,147.837677,140.01472473,165.74447632,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Singapore,SGP,886.62402344,949.18994141,1006.33081055,1048.16833496,1095.30224609,1134.62207031,1177.76000977,1233.6875,1303.6673584,1397.3404541,1454.04919434,1486.9395752,1578.40014648,1763.01538086,1824.37158203,1949.1965332,2102.17773438,2172.26367188,2204.30908203,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Slovak Republic,SVK,69.58860016,76.91136932,86.18218994,99.83273315,212.52572632,281.03533936,399.68292236,480.309021,415.48696899,494.66436768,553.77532959,512.39245605,577.2713623,553.03106689,407.89407349,430.15332031,426.70941162,437.43179321,452.49276733,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Slovenia,SVN,402.19976807,439.95318604,447.75527954,478.94116211,505.87335205,530.56738281,568.99279785,618.10119629,650.90960693,660.6829834,659.11303711,685.83990479,738.38500977,778.40740967,773.94335938,770.39916992,780.24462891,834.94128418,871.43365479,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Solomon Islands,SLB,3.1530745,3.59321213,2.92771339,2.55808187,2.67131543,2.85423636,3.36330128,3.34401608,3.2220583,2.77499127,2.26572275,2.03195977,2.16118717,2.2049942,2.51014614,2.1828649,2.13189125,2.1328547,2.31033945,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,South Africa,ZAF,353.95474243,370.55661011,372.34100342,382.71627808,355.92498779,378.07876587,347.72976685,351.30834961,358.39907837,378.89953613,384.66159058,393.56509399,416.29498291,430.34521484,454.07876587,475.92910767,472.48339844,483.87786865,497.68463135,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.6596489,30.58734512,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Spain,ESP,421.41323853,452.27127075,484.61016846,551.47766113,578.15612793,612.16644287,676.23492432,718.4664917,749.5491333,730.70184326,739.69287109,775.9588623,809.2958374,850.66223145,905.5435791,913.85540771,931.7666626,1022.00854492,1058.52453613,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Sri Lanka,LKA,100.78353882,102.16707611,105.70484161,93.4679718,118.5876236,123.0434494,134.55352783,157.41589355,188.90457153,214.32533264,188.1264801,193.79576111,197.67463684,218.34912109,219.24627686,252.35076904,269.81658936,278.98199463,292.93609619,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,St. Kitts and Nevis,KNA,480.65826416,451.63186646,474.06054688,483.68878174,435.81079102,527.5255127,630.15802002,611.61590576,834.41119385,794.94628906,782.1427002,800.92120361,769.58288574,843.76495361,679.50085449,818.81402588,900.51086426,881.35443115,831.92523193,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,St. Lucia,LCA,302.48913574,309.14660645,332.87161255,353.43518066,343.11245728,346.57659912,404.90194702,448.79638672,435.43395996,414.80169678,378.50701904,424.20123291,400.29638672,411.42095947,331.66781616,299.62475586,343.42166138,326.31472778,320.015625,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,St. Vincent and the Grenadines,VCT,77.85086823,84.86860657,91.12965393,103.62618256,115.9407196,124.23737335,136.89315796,154.18919373,157.87825012,160.054245,158.80908203,160.44512939,169.58074951,177.20796204,174.25065613,155.15240479,162.84776306,163.82106018,172.38505554,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Sudan,SDN,50.80099869,56.36384583,59.14030457,73.86907959,77.38664246,84.51946259,107.69808197,147.74754333,149.30804443,138.70892334,134.47398376,203.35591125,157.114151,220.98497009,168.8704071,194.64700317,242.18702698,238.86129761,203.79405212,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Suriname,SUR,244.07136536,224.71658325,291.40557861,300.45388794,355.73873901,376.34622192,325.8605957,331.02923584,342.77249146,356.35916138,356.61227417,385.48040771,402.00149536,435.48895264,448.33444214,435.08773804,337.07830811,384.93945313,379.02954102,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Sweden,SWE,337.35195923,422.31906128,442.29312134,445.88021851,475.66021729,493.92050171,535.55419922,571.08239746,607.25567627,621.80413818,620.86865234,725.91290283,772.91973877,810.22637939,829.50396729,848.85125732,840.76531982,858.93438721,868.89007568,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Switzerland,CHE,2401.03710938,2515.25146484,2635.23999023,2699.66967773,2846.62768555,2888.44433594,3083.35522461,3337.88232422,3532.88623047,3665.75268555,3707.04785156,3916.9699707,4091.42236328,4402.92773438,4648.92675781,4983.43701172,5226.02880859,5426.35449219,5580.70800781,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Syrian Arab Republic,SYR,93.17862701,89.19451904,93.18887329,96.34880829,91.03324127,84.63156128,85.52226257,87.7133255,83.94251251,92.95802307,90.04482269,97.69017029,85.67744446,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Tajikistan,TJK,32.19979477,35.66571426,39.52915955,44.51420975,49.53466034,54.04206085,58.27266312,70.52272797,78.38282776,81.08752441,84.69000244,83.19631958,92.96541595,104.87997437,115.14640808,123.90336609,139.4552002,147.03530884,171.36599731,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Tanzania,TZA,15.48584366,21.45615387,25.99942589,31.97372246,31.79372215,34.01150131,36.13745117,37.97068405,36.5049324,36.52733231,36.16673279,33.60644531,33.13024902,29.79575729,27.74551392,27.40150261,25.85395432,27.03879929,27.90552521,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Thailand,THA,101.60984802,104.22306061,102.48937988,105.76937103,107.83429718,117.57944489,95.78806305,92.35425568,103.92693329,118.41616058,116.90070343,112.94852448,123.42470551,125.556633,138.64884949,148.01890564,152.89875793,159.23657227,169.05741882,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Timor-Leste,TLS,..,..,..,30.31687546,29.95590782,30.67307854,20.73760986,17.46993065,11.43365192,13.37198257,14.93377876,12.87986088,30.01298904,13.56886578,21.28623962,36.49143982,41.63446426,37.37226868,40.0460434,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Togo,TGO,27.21195793,27.00507736,26.34227371,27.16316605,28.15581322,29.96537209,31.61575508,33.508564,34.32746887,39.80872345,48.58709717,51.91064835,52.36184692,55.27402496,59.22441101,61.70803452,63.51848602,71.63452911,72.34854889,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Tonga,TON,25.1642952,25.95249939,29.19000244,29.91702461,31.15635109,36.24885941,36.67511749,37.16182327,37.15785217,40.65278244,42.14962006,39.55014801,39.49535751,41.77608871,44.50410843,41.78857422,43.33229065,46.62133408,49.82623291,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Trinidad and Tobago,TTO,395.97393799,360.18582153,471.98986816,453.02456665,536.17126465,543.56317139,632.11022949,661.16699219,589.50231934,858.10699463,816.28308105,740.41296387,791.43707275,799.31829834,850.70361328,987.70092773,1078.07971191,1040.49511719,1064.50292969,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Tunisia,TUN,143.56497192,154.07098389,167.21002197,181.41349792,197.20050049,207.83149719,214.95925903,228.4818573,233.81227112,245.88848877,259.05102539,275.24539185,301.88027954,308.68624878,326.14923096,348.73184204,355.79370117,371.13699341,384.95986938,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Turkey,TUR,169.75642395,148.61132813,142.8969574,139.88789368,152.39221191,189.46034241,220.14157104,244.78442383,230.56356812,167.16238403,193.75521851,192.2797699,192.29425049,212.34869385,233.34342957,231.90092468,244.86450195,262.13259888,264.80383301,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Turkmenistan,TKM,156.00408936,238.44790649,206.737854,271.96786499,408.79925537,435.44940186,448.52615356,286.72903442,420.13830566,325.15600586,368.509552,403.9083252,433.79370117,504.11019897,605.77258301,764.46063232,908.74420166,969.8850708,1038.2956543,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Tuvalu,TUV,3.09720731,16.9403553,21.78495026,24.06464386,19.25390434,17.96529388,12.92807674,16.65258598,20.04081535,15.71742535,14.89472103,18.03074074,17.79064751,18.40152359,18.05337143,6.50499868,20.49321556,26.35651779,29.32860756,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Uganda,UGA,32.22351074,39.61876297,52.02332306,58.69223022,58.99011993,74.63913727,86.66792297,95.80470276,107.51137543,94.16157532,63.83773041,65.50865936,64.37664032,61.43454361,53.59796143,54.43854904,54.21084595,55.06300735,57.22244263,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Ukraine,UKR,110.84057617,125.96981049,136.04577637,151.84037781,166.52076721,169.43363953,182.10585022,195.48970032,192.85191345,196.86746216,236.02867126,278.97113037,283.70697021,308.78121948,304.9453125,301.11248779,301.79138184,315.40072632,348.41525269,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,United Arab Emirates,ARE,605.81103516,461.73577881,841.51104736,850.02947998,899.18572998,817.47540283,793.99237061,771.92657471,704.31762695,607.27020264,613.06591797,572.62774658,554.46777344,630.83728027,700.06549072,723.35644531,699.71173096,1369.77770996,1536.22558594,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,United Kingdom,GBR,446.39205933,498.26751709,524.75268555,532.1050415,537.42852783,521.80999756,542.41412354,617.40814209,617.09155273,603.11083984,645.71911621,670.01098633,722.36340332,808.05273438,823.26019287,839.17791748,845.19152832,917.2520752,987.8135376,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,United States,USA,2547.41821289,2695.82714844,2925.86938477,3162.62207031,3341.92138672,3524.86938477,3661.83251953,3843.60302734,3894.87768555,3964.64331055,4073.08666992,4173.13623047,4321.23144531,4388.68896484,4493.27587891,4679.18115234,4900.68066406,5078.86181641,5268.0625,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Uruguay,URY,599.28533936,589.46014404,515.75091553,481.13409424,448.39810181,534.70611572,545.62475586,567.28979492,568.23101807,542.29663086,577.18060303,597.80041504,593.14770508,594.17926025,588.09368896,605.89453125,617.92675781,651.04541016,586.07165527,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Uzbekistan,UZB,96.94480133,104.31217194,108.9389801,110.05194855,112.67948914,117.23856354,123.37185669,135.83262634,147.0428772,162.17938232,147.03639221,156.62632751,173.43258667,195.05580139,148.80648804,180.64630127,215.426651,238.95123291,280.34146118,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Vanuatu,VUT,7.85577393,8.1270895,7.05276489,9.74598789,10.00524807,10.30138111,10.52790546,10.52346802,10.61266422,11.1520977,11.80688381,11.80485153,12.09069538,12.18264294,12.52892494,12.83854198,12.93662262,12.69715405,14.29226017,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Venezuela, RB"",VEN,458.68865967,518.12896729,453.15505981,375.0161438,374.16827393,436.97293091,525.60638428,622.06268311,674.91778564,833.40313721,702.09527588,709.64685059,658.6418457,639.75817871,683.73394775,542.17895508,397.66079712,314.76983643,199.89640808,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Vietnam,VNM,60.4476738,87.69229126,63.27459717,73.48883057,85.89041901,92.17024994,107.73641968,121.17578888,119.89427948,132.1966095,150.64851379,161.4334259,172.9710083,168.57662964,178.0721283,189.70422363,181.08294678,214.57633972,231.49949646,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Yemen, Rep."",YEM,68.15458679,76.28108215,79.98085022,112.09262848,122.75849915,130.54229736,145.27758789,165.15472412,166.46710205,190.25306702,173.19813538,135.87190247,148.42111206,153.17192078,151.67999268,115.33320618,..,..,..,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Zambia,ZMB,63.55913925,52.98854065,53.4850502,65.16786957,56.93455124,58.69333267,56.69544601,47.99983215,49.31424713,43.96114349,38.62220764,33.5657692,32.30244446,30.61408234,26.82917786,28.74919701,34.39496613,34.62704468,34.09172821,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,91.48660278,95.60889435,97.79894257,94.602005,99.51016235,109.67741394,102.45272827,99.2234726,103.00369263,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Arab World,ARB,173.433974445103,184.523529277831,191.548023002848,189.845871467557,193.802576873546,197.156981131869,205.067610719621,221.160609916294,229.703914949651,254.947354939286,256.30137668287,260.792853165422,287.017791779207,321.892189821975,333.468828702065,385.595285014365,433.013454677346,490.581222827507,479.784544095644,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Caribbean small states,CSS,234.978667296503,239.228523394832,248.812942242515,257.849430741365,285.599489152529,296.66631708252,315.309227614918,343.594349778259,336.023626175588,366.042883256922,361.954230419134,355.198813562726,368.457949479494,375.392134477898,390.262279062773,410.890620576376,423.472947260927,427.030904414619,442.383869988031,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Central Europe and the Baltics,CEB,146.176498757848,164.48887027634,182.100643885737,199.321972322523,233.51861654367,242.682280596747,266.73935117909,292.294420312438,329.0556963418,350.845468941662,373.511222011642,392.98686751632,421.856149151756,428.792597993989,440.274335825171,464.081464521396,503.39107756763,538.522897131699,538.559267683426,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Early-demographic dividend,EAR,105.967434168997,114.520006106197,114.8641746266,122.047076778918,127.432874252958,140.380279278013,146.854517724938,156.332854129838,161.419384173147,170.458276745915,177.507560957701,179.454568128445,187.664843330625,205.711030044299,211.121699067053,221.07083279504,232.280180538473,245.95346347311,256.821101014922,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,East Asia & Pacific,EAS,122.296281727331,127.22482495089,135.102249187938,147.035820992097,154.943462767924,168.395486489939,178.898828290683,184.908431858025,197.184127046216,213.603528233415,223.957596722405,241.586132537719,261.802786872664,283.115062682543,299.746200923427,315.640152216977,342.873722856232,374.733128268504,409.63043152432,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,East Asia & Pacific (excluding high income),EAP,90.8315421343385,94.268445931941,101.193358284352,110.394836630306,116.997964459555,130.135334160881,136.875016057011,141.643483558245,150.295038027704,165.714914830087,174.03449544211,189.691629838013,207.666866144848,225.820467212149,240.812619166715,253.78320205326,281.064512999254,314.017635667332,347.382163987242,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,90.8323349523721,94.2691852526793,101.194446882075,110.396001623495,116.999220642267,130.136608909559,136.876573628725,141.645308570353,150.296800325402,165.716713205364,174.036359031357,189.693549220027,207.66891189087,225.82286831932,240.815034761719,253.785969970317,281.06686083311,314.019908200051,347.384096258192,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Euro area,EMU,562.384631160135,588.979936633978,629.506434217615,660.840922041207,703.074143142604,732.203821323412,797.993879200298,839.778871910148,896.033043739678,925.77942139798,951.410201870267,1005.14958007859,1038.05732249293,1070.19241116106,1093.65855735071,1110.51536035885,1163.74084836908,1214.91279450668,1244.76440557569,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Europe & Central Asia,ECS,342.263351357537,364.568449821778,391.888827797774,412.001346141926,438.011444786339,457.231421489873,502.405700018867,537.948900569218,580.278478936869,598.143308192518,614.395032833085,646.348764968942,674.408940695006,708.582506364586,727.486304244549,747.208694945032,780.455259423803,821.020744743477,843.824030738149,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Europe & Central Asia (excluding high income),ECA,136.065889322557,147.08593444733,161.290474451887,172.367544286774,182.113719056508,200.44677471275,233.681683776816,254.454187182234,287.068848517143,296.164072640831,298.710868152872,310.79284216448,330.046930449599,356.485309153352,367.821624127267,384.301355929069,400.318796613938,425.373464339089,437.51194283583,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,135.336157708996,146.017771184483,161.189693071829,172.110543054266,185.85180549951,200.034888934205,231.041495047248,251.531902682051,285.009090677038,296.346404926043,301.334255010043,314.79484622835,333.969667133568,358.031297720391,370.158396866075,388.560224330431,407.954470460547,434.514329183428,443.377925788975,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,European Union,EUU,463.986816275717,490.844760463107,526.78123112721,554.901872490375,594.605373341394,618.467043611966,674.192113301323,712.39498542839,766.178808069222,794.388666256262,819.334491584432,867.411951586214,898.75647843679,925.885452452074,949.143690073202,967.92135662005,1017.53703205787,1065.15864991873,1088.26473408254,..,..
